target_name,target_classification,s_ra,s_dec,calib_level,t_min,t_exptime,classification_id
NGC3034,GALAXY_SPIRAL_NUCLEUS,148.9675833333,69.67970277778,3,53044.29099128,700.0,77
NGC3034,GALAXY_SPIRAL_NUCLEUS,148.9675833333,69.67970277778,3,53044.28750757,120.0,77
NGC3034,GALAXY_SPIRAL_NUCLEUS,148.9675833333,69.67970277778,3,53044.29099128,820.0,77
NGC3034,GALAXY_SPIRAL_NUCLEUS,148.9675833333,69.67970277778,3,53044.29099128,700.0,77
MESSIER-082-IR-NUC,GALAXY_STARBURST,148.9654166667,69.67916666667,3,55152.21056496,4225.772595,94
MESSIER-082-IR-NUC,GALAXY_STARBURST,148.9654166667,69.67916666667,3,55152.21056496,4225.772595,94
MESSIER-082-IR-NUC,GALAXY_STARBURST,148.9654166667,69.67916666667,3,55152.21947718,5433.23754,94
MESSIER-082-IR-NUC,GALAXY_STARBURST,148.9654166667,69.67916666667,3,55152.21947718,5433.23754,94
MESSIER-082,GALAXY_STARBURST,148.9725,69.67388888889,3,55152.26849405,1070.0,94
MESSIER-082,GALAXY_STARBURST,148.9725,69.67388888889,3,55152.26041516,1050.0,94
MESSIER-082,GALAXY_STARBURST,148.9725,69.67388888889,3,55152.32423479,360.0,94
M82-POS3,GALAXY_SEYFERT,148.82217875,69.65883333333,3,53821.06058898,9900.0,59
SN-2014J,ISM_DUST_LANE,148.9255,69.67386111111,3,57675.18385606,7206.0,108
M82-POS3,GALAXY_SEYFERT,148.82217875,69.65883333333,3,53821.06792713,14305.0,59
SN-2014J,ISM_DUST_LANE,148.9255,69.67386111111,3,57675.17613606,300.0,108
NGC3034,GALAXY_SPIRAL_NUCLEUS,148.9675833333,69.67970277778,3,53044.29099128,57318.0,77
SN-2014J,STAR_SUPERNOVA_TYPE_IA,148.9255,69.67386111111,3,57108.55753395,360.0,122
M82-POS3,EXT-CLUSTER,148.82217875,69.65883333333,3,52659.15237243,36380.0,8
MESSIER-082-IR-NUC,GALAXY_STARBURST,148.9654166667,69.67916666667,3,55144.38148548,6317.313306,94
MESSIER-082-IR-NUC,GALAXY_STARBURST,148.9654166667,69.67916666667,3,55144.38148548,6317.313306,94
MESSIER-082-IR-NUC,GALAXY_STARBURST,148.9654166667,69.67916666667,3,55152.82054829,2999.861938,94
MESSIER-082-IR-NUC,GALAXY_STARBURST,148.9654166667,69.67916666667,3,55152.82054829,2999.861938,94
MESSIER-082-IR-NUC,GALAXY_STARBURST,148.9654166667,69.67916666667,3,55144.40790918,18449.807729,94
MESSIER-082-IR-NUC,GALAXY_STARBURST,148.9654166667,69.67916666667,3,55144.40790918,18449.807729,94
MESSIER-082-IR-NUC,GALAXY_STARBURST,148.9654166667,69.67916666667,3,55152.84956459,2397.697266,94
MESSIER-082-IR-NUC,GALAXY_STARBURST,148.9654166667,69.67916666667,3,55152.84956459,2397.697266,94
MESSIER-082,GALAXY_STARBURST,148.9725,69.67388888889,3,55150.0474522,5205.0,94
SN2014J,EXT-STAR_SUPERNOVA_TYPE_IA,148.9259041667,69.67404444444,3,56685.12356541,1738.0,31
MESSIER-082,GALAXY_STARBURST_WIND,148.9704291667,69.67443888889,3,56626.42378063,46300.0,101
SN2014J,GALAXY_STARBURST,148.9259041667,69.67404444444,3,55144.41806569,6931.68,94
MESSIER-082,GALAXY_STARBURST,148.9725,69.67388888889,3,55149.9953922,2850.0,94
MESSIER-082,GALAXY_STARBURST,148.9725,69.67388888889,3,55152.80919998,2455.0,94
MESSIER-082,GALAXY_STARBURST,148.9725,69.67388888889,3,55152.79836665,2465.0,94
MESSIER-082-IR-NUC,GALAXY_STARBURST,148.9654166667,69.67916666667,3,55152.32423479,1430.0,94
SN2014J,UNIDENTIFIED_PARALLEL_FIELD,148.9259041667,69.67404444444,3,56683.60258171,12968.4,137
MESSIER-082,GALAXY_STARBURST,148.9725,69.67388888889,3,55150.05836665,2760.0,94
SN2014J,UNIDENTIFIED_PARALLEL_FIELD,148.9259041667,69.67404444444,3,56683.61888949,17690.4,137
MESSIER-082,GALAXY_STARBURST,148.9725,69.67388888889,3,55152.189593669,1040.0,94
MESSIER-082,GALAXY_STARBURST,148.9704295214,69.674440883,3,55152.1953110764,1550.0,94
MESSIER-082,GALAXY_STARBURST,148.9704295214,69.674440883,3,55152.2028110764,1570.0,94
MESSIER-082-IR-NUC,GALAXY_STARBURST,148.9654166667,69.67916666667,3,55152.2105649653,3.38115,94
MESSIER-082-IR-NUC,GALAXY_STARBURST,148.9654166667,69.67916666667,3,55152.2107871875,8.33445,94
MESSIER-082-IR-NUC,GALAXY_STARBURST,148.9654166667,69.67916666667,3,55152.2110368056,27.0,94
MESSIER-082-IR-NUC,GALAXY_STARBURST,148.9654166667,69.67916666667,3,55152.2113701389,1797.694701,94
MESSIER-082-IR-NUC,GALAXY_STARBURST,148.9654166667,69.67916666667,3,55152.2194771644,6.0,94
MESSIER-082-IR-NUC,GALAXY_STARBURST,148.9654166667,69.67916666667,3,55152.2196990393,10.001343,94
MESSIER-082-IR-NUC,GALAXY_STARBURST,148.9654166667,69.67916666667,3,55152.2199486458,30.708972,94
MESSIER-082-IR-NUC,GALAXY_STARBURST,148.9654166667,69.67916666667,3,55152.2203053241,1797.694701,94
MESSIER-082,GALAXY_STARBURST,148.9725,69.67388888889,3,55152.7983666667,2465.0,94
MESSIER-082,GALAXY_STARBURST,148.9725,69.67388888889,3,55152.8091999653,2455.0,94
MESSIER-082-IR-NUC,GALAXY_STARBURST,148.9654166667,69.67916666667,3,55152.8205482986,1197.693786,94
MESSIER-082-IR-NUC,GALAXY_STARBURST,148.9654166667,69.67916666667,3,55152.8495645833,2397.697266,94
MESSIER-082,GALAXY_STARBURST,148.9725,69.67388888889,3,55149.9953922107,2850.0,94
MESSIER-082,GALAXY_STARBURST,148.9704295214,69.674440883,3,55150.0583666667,2760.0,94
MESSIER-082,GALAXY_STARBURST,148.9725,69.67388888889,3,55150.0474521991,30.0,94
MESSIER-082,GALAXY_STARBURST,148.9725,69.67388888889,3,55150.0829848032,30.0,94
MESSIER-082-IR-NUC,GALAXY_STARBURST,148.9654166667,69.67916666667,3,55197.351746875,1070.0,94
MESSIER-082-IR-NUC,GALAXY_STARBURST,148.9654166667,69.67916666667,3,55197.3574646644,1620.0,94
MESSIER-082-IR-NUC,GALAXY_STARBURST,148.9654166667,69.67916666667,3,55197.3653116551,1665.0,94
MESSIER-082-IR-POS-1,GALAXY_STARBURST,148.9333333333,69.67833333333,3,55197.3737318287,2395.387572,94
MESSIER-082-IR-POS-1,GALAXY_STARBURST,148.9333333333,69.67833333333,3,55197.3787084838,1195.385742,94
MESSIER-082,GALAXY_STARBURST_WIND,148.9704291667,69.67443888889,3,56626.4237806366,13249.0,101
MESSIER-082,GALAXY_STARBURST_WIND,148.9682286401,69.67492644226,3,56626.6891050579,13249.0,101
MESSIER-082,GALAXY_STARBURST_WIND,148.9726295922,69.67395130799,3,56628.2768361921,13249.0,101
MESSIER-082,GALAXY_STARBURST_WIND,148.9704291667,69.67443888889,3,56628.5491513542,6553.0,101
MESSIER-082,GALAXY_STARBURST_WIND,148.9715413286,69.67389556482,3,56626.1076117245,2937.0,101
SN2014J,UNIDENTIFIED_ULTRAVIOLET_EMITTER,148.9255833333,69.67388888889,3,57737.113491088,858.0,138
SN2014J,STAR_SUPERNOVA,148.9255833333,69.67388888889,3,58104.9425867708,780.0,120
SN2014J,STAR_SUPERNOVA,148.9255833333,69.67388888889,3,58104.9487212153,710.0,120
GRB23111A-POS2,STAR_GAMMA_RAY_BURSTER_X-RAY_TRANSIENT,148.9538333333,69.68935,3,60269.0852103819,4787.700192,115
GRB23111A-POS2,STAR_GAMMA_RAY_BURSTER_X-RAY_TRANSIENT,148.9538333333,69.68935,3,60269.1020044329,1393.923828,115
GRB23111A-POS3,STAR_GAMMA_RAY_BURSTER_X-RAY_TRANSIENT,148.9919166667,69.66618888889,3,60269.1508933218,1196.925048,115
GRB23111A-POS3,STAR_GAMMA_RAY_BURSTER_X-RAY_TRANSIENT,148.9919166667,69.66618888889,3,60269.1676062847,796.923828,115
M-82-SOUTH-CONE,GALAXY_STARBURST,148.9703917713,69.66209238122,3,60608.1418844097,2487.0,94
M-82-SOUTH-CONE,GALAXY_STARBURST,148.9703917713,69.66209238122,3,60608.2078566319,2463.0,94
NGC3034,GALAXY_SPIRAL_NUCLEUS,148.9675833333,69.67970277778,3,53044.2909912847,700.0,77
MESSIER-082-A,GALAXY_STARBURST_STAR_FORMING_REGION,148.9715416667,69.68023055556,3,53707.2123675579,840.0,100
MESSIER-082-A,GALAXY_STARBURST_STAR_FORMING_REGION,148.9715416667,69.68023055556,3,53707.215955706,140.0,100
MESSIER-082-A,GALAXY_STARBURST_STAR_FORMING_REGION,148.9715416667,69.68023055556,3,53707.2171594097,1132.0,100
MESSIER-082-A,GALAXY_STARBURST_STAR_FORMING_REGION,148.9715416667,69.68023055556,3,53710.6639649653,4736.0,100
SN-2014J,STAR_SUPERNOVA_TYPE_IA,148.9255,69.67386111111,3,56967.0171600347,390.0,122
SN-2014J,STAR_SUPERNOVA_TYPE_IA,148.9255,69.67386111111,3,56967.0294518866,390.0,122
SN-2014J,STAR_SUPERNOVA_TYPE_IA,148.9255,69.67386111111,3,56967.0417085648,390.0,122
SN-2014J,STAR_SUPERNOVA_TYPE_IA,148.9255,69.67386111111,3,56967.0543011574,80.0,122
SN-2014J,STAR_SUPERNOVA_TYPE_IA,148.9255,69.67386111111,3,56967.0832018866,80.0,122
SN-2014J,STAR_SUPERNOVA_TYPE_IA,148.9255,69.67386111111,3,56967.0930396644,80.0,122
SN-2014J,STAR_SUPERNOVA_TYPE_IA,148.9255,69.67386111111,3,56967.0996370718,60.0,122
SN-2014J,STAR_SUPERNOVA_TYPE_IA,148.9255,69.67386111111,3,56967.109278206,55.0,122
SN-2014J,STAR_SUPERNOVA_TYPE_IA,148.9255,69.67386111111,3,56967.1123452199,55.0,122
SN-2014J,STAR_SUPERNOVA_TYPE_IA,148.9255,69.67386111111,3,57106.0807631944,1200.0,122
SN-2014J,STAR_SUPERNOVA_TYPE_IA,148.9255,69.67386111111,3,57106.1407861921,1200.0,122
SN-2014J,STAR_SUPERNOVA_TYPE_IA,148.9255,69.67386111111,3,57106.1622795139,1200.0,122
SN-2014J,STAR_SUPERNOVA_TYPE_IA,148.9255,69.67386111111,3,57106.2212028588,200.0,122
SN-2014J,STAR_SUPERNOVA_TYPE_IA,148.9255,69.67386111111,3,57106.2259369213,200.0,122
SN-2014J,STAR_SUPERNOVA_TYPE_IA,148.9255,69.67386111111,3,57108.4289228357,180.0,122
SN-2014J,STAR_SUPERNOVA_TYPE_IA,148.9255,69.67386111111,3,57108.4658443287,180.0,122
SN-2014J,STAR_SUPERNOVA_TYPE_IA,148.9255,69.67386111111,3,57108.4793743056,180.0,122
SN-2014J,STAR_SUPERNOVA_TYPE_IA,148.9255,69.67386111111,3,57108.4933672801,60.0,122
SN-2014J,STAR_SUPERNOVA_TYPE_IA,148.9255,69.67386111111,3,57108.5348258102,60.0,122
SN-2014J,STAR_SUPERNOVA_TYPE_IA,148.9255,69.67386111111,3,57108.5432631944,60.0,122
SN-2014J,ISM_DUST_LANE,148.9255,69.67386111111,3,57338.5308265046,4160.0,108
SN-2014J,ISM_DUST_LANE,148.9255,69.67386111111,3,57338.5453635417,400.0,108
SN-2014J,ISM_DUST_LANE,148.9255,69.67386111111,3,57338.7107687153,4160.0,108
SN-2014J,ISM_DUST_LANE,148.9255,69.67386111111,3,57338.7253057523,400.0,108
SN-2014J,ISM_DUST_LANE,148.9255,69.67386111111,3,57338.8432802083,4160.0,108
SN-2014J,ISM_DUST_LANE,148.9255,69.67386111111,3,57338.8578172454,400.0,108
SN-2014J,ISM_DUST_LANE,148.9255,69.67386111111,3,57338.9758498495,1244.0,108
SN-2014J,ISM_DUST_LANE,148.9255,69.67386111111,3,57339.0003753819,1244.0,108
SN-2014J,ISM_DUST_LANE,148.9255,69.67386111111,3,57339.0510579861,1244.0,108
SN-2014J,ISM_DUST_LANE,148.9255,69.67386111111,3,57486.2231917014,4160.0,108
SN-2014J,ISM_DUST_LANE,148.9255,69.67386111111,3,57486.2377287384,400.0,108
SN-2014J,ISM_DUST_LANE,148.9255,69.67386111111,3,57486.4217798611,4160.0,108
SN-2014J,ISM_DUST_LANE,148.9255,69.67386111111,3,57486.4363168982,400.0,108
SN-2014J,ISM_DUST_LANE,148.9255,69.67386111111,3,57486.6203909722,4160.0,108
SN-2014J,ISM_DUST_LANE,148.9255,69.67386111111,3,57486.6349280093,400.0,108
